id,Property location,Price,bedrooms,floors,waterfront,Condition,grade,yr_built,yr_renovated,zipcode
2450000295,Arizona,221900,3,2,0,1,8,2000,2016,98004
6197800045,Arizona,221900,3,1,0,1,7,2001,0,98058
1328310370,Arizona,221900,3,1,0,0,8,2010,2020,98058
546000875,Arizona,221900,3,1.5,0,1,7,2020,0,98117
3530510041,Arizona,221900,2,1,0,1,8,2016,0,98198
1853000400,Arizona,221900,4,2,0,1,10,2018,0,98077
3134100116,Arizona,221900,5,2,0,1,7,2002,0,98052
9545230140,Arizona,221900,4,2,0,1,8,2016,0,98027
3362400511,Arizona,221900,3,1,0,0,6,2006,2020,98103
2525310310,Arizona,221900,3,1,0,0,7,2011,2019,98038
6126500060,Arizona,221900,3,1,0,0,7,2008,2020,98108
8961960160,Arizona,221900,4,2,0,0,9,2001,2012,98001
3626039325,Arizona,221900,3,2,0,1,8,2002,0,98117
3362400431,Arizona,221900,3,3,0,0,8,2010,2020,98103
4060000240,Arizona,221900,2,1,0,1,6,2005,0,98178
3454800060,Arizona,221900,4,1,0,1,6,2000,2016,98168
1695900060,Arizona,221900,4,1.5,0,1,7,2016,0,98144
7278700070,Arizona,221900,3,1,0,1,8,2005,0,98177
6675500070,Arizona,221900,3,1,0,1,7,2021,0,98034
3626039187,Arizona,221900,2,1,0,0,6,2001,2012,98117
3524049083,Arizona,221900,4,1.5,0,1,7,2016,0,98118
3275860240,Arizona,221900,3,2,0,1,9,2017,0,98052
4389200955,Arizona,221900,4,1.5,0,0,8,2009,2020,98004
4058801670,Arizona,221900,3,1,0,0,8,2006,2020,98178
8732020310,Arizona,221900,4,1,0,0,8,2010,2020,98023
2331300505,Arizona,221900,5,2,0,1,7,2017,0,98103
7853210060,Hawaii,221900,4,2,0,1,7,2004,0,98065
3668000070,Arizona,221900,3,1,0,1,7,2017,0,98092
9545240070,Arizona,221900,4,1,0,1,8,2017,0,98027
1243100136,Arizona,221900,3,1.5,0,1,9,2017,0,98052
8929000270,Hawaii,221900,3,2,0,1,8,2014,0,98029
2767602356,Arizona,221900,4,3,0,1,9,2005,0,98107
921049315,Arizona,221900,3,1,0,1,7,2002,0,98003
3655000070,Arizona,221900,4,1,0,0,7,2007,2020,98003
4027700812,Arizona,221900,4,1,0,0,8,2007,2020,98028
3992700335,Arizona,221900,2,1,0,0,6,2012,2019,98125
2767603505,Hawaii,221900,3,3,0,1,8,2014,0,98107
4232901525,Arizona,221900,2,1,0,1,7,2016,0,98119
1777500060,Arizona,221900,5,1,0,0,8,2007,2020,98006
1432900240,Arizona,221900,3,1,0,1,7,2004,0,98058
6140100875,Arizona,221900,3,1,0,1,7,2016,0,98133
6071600370,Arizona,221900,4,1,0,0,8,2003,2019,98006
1526069017,Arizona,221900,4,2,0,1,9,2018,0,98077
809001525,Arizona,221900,4,2,0,0,8,2006,2020,98109
3224079105,Hawaii,221900,2,2,0,0,7,2007,2020,98027
8075400570,Arizona,221900,5,1,0,2,8,2002,2009,98032
1994200024,Arizona,221900,3,1,0,0,7,2007,2020,98103
3362900810,Arizona,221900,3,2,0,1,8,2017,0,98103
1324300398,Arizona,221900,3,1.5,0,0,7,2007,2020,98107
537000445,Arizona,221900,3,1,0,0,7,2001,2012,98003
7855801670,Arizona,221900,4,2,0,0,12,2006,2020,98006
7920100045,Arizona,221900,1,1,0,2,7,2002,2009,98115
8960000030,Arizona,221900,3,1,0,0,7,2006,2020,98058
6388930390,Arizona,221900,5,2,0,1,9,2019,0,98056
8731900200,Arizona,221900,4,1,0,0,8,2006,2020,98023
8029200135,Arizona,221900,3,1.5,0,0,7,2010,2020,98022
1081200350,Arizona,221900,4,1,0,0,8,2007,2020,98059
84000105,Arizona,221900,5,1,0,1,7,2004,0,98146
3756500060,Arizona,221900,3,1,0,1,7,2004,0,98034
7215720160,Arizona,221900,3,2,0,1,10,2000,2016,98075
3574800520,Arizona,221900,3,1,0,0,7,2011,2019,98034
2617300160,Arizona,221900,3,1,0,0,7,2009,2020,98027
2558660270,Arizona,221900,3,1,0,0,7,2010,2020,98034
2009000370,Arizona,221900,2,1,0,0,5,2009,2020,98198
1836980160,Arizona,221900,4,2,0,1,9,2020,0,98006
3261020370,Arizona,221900,3,1,0,0,8,2011,2019,98034
1755700060,Arizona,221900,3,1,0,1,7,2005,0,98133
4330600435,Arizona,221900,3,1,0,0,7,2001,2012,98166
9542800700,Arizona,221900,3,1,0,0,7,2010,2020,98023
1999700045,Arizona,221900,3,1.5,0,0,7,2001,2012,98133
1762600070,Arizona,221900,4,2,0,1,10,2016,0,98033
1687900520,Arizona,221900,4,2,0,0,8,2011,2019,98006
7234600798,Arizona,221900,3,2,0,0,8,2008,2020,98122
3881900445,Arizona,221900,5,1,0,1,7,2017,0,98144
2254502445,Arizona,221900,3,1,0,0,6,2003,2019,98122
5437810320,Arizona,221900,3,1,0,0,7,2009,2020,98022
9158100075,Arizona,221900,2,1,0,0,7,2009,2020,98177
3830630310,Arizona,221900,3,2,0,1,7,2017,0,98030
8123100045,Arizona,221900,4,1.5,0,1,7,2016,0,98126
3127200041,Arizona,221900,4,2,0,0,7,2003,2019,98034
6661200320,Arizona,221900,2,2,0,1,7,2019,0,98038
11510310,Arizona,221900,4,2,0,1,9,2018,0,98052
825059270,Arizona,221900,5,1,0,1,10,2017,0,98033
8731951370,Arizona,221900,4,1,0,0,8,2007,2020,98023
1954440060,Arizona,221900,3,2,0,1,8,2021,0,98074
2264500350,Arizona,221900,4,1.5,0,0,6,2003,2019,98103
1115810060,Arizona,221900,3,1,0,0,8,2009,2020,98052
9477200200,Arizona,221900,3,1,0,0,7,2010,2020,98034
1432600560,Arizona,221900,3,1,0,2,6,2002,2009,98058
2287000060,Arizona,221900,3,1,0,2,8,2002,2009,98040
3663500060,Arizona,221900,3,1,0,1,7,2004,0,98133
3996900125,Arizona,221900,3,1,0,0,7,2008,2020,98155
7796450200,Arizona,221900,3,2,0,0,8,2003,2019,98023
7549802535,Arizona,221900,4,1.5,0,0,7,2011,2019,98108
3278600320,Hawaii,221900,3,2,0,0,8,2007,2020,98126
2824079053,Arizona,221900,3,2,0,1,7,2019,0,98024
1222069094,Arizona,221900,3,1,0,0,7,2007,2020,98038
3542300060,Arizona,221900,3,1,0,0,6,2003,2019,98056
2222059065,Arizona,221900,3,2,0,1,8,2018,0,98042
7551300060,Arizona,221900,3,1,0,1,7,2000,2016,98107
100600550,Arizona,221900,3,1,0,0,7,2010,2020,98023
3211100860,Arizona,221900,3,1,0,1,6,2004,0,98059
3456000310,Arizona,221900,4,1,0,0,9,2006,2020,98040
9526600140,Arizona,221900,3,2,0,0,8,2010,2020,98052
7465900060,Arizona,221900,3,1,0,0,7,2009,2020,98116
1222000055,Arizona,221900,2,1,0,0,6,2001,2012,98166
6300000550,Arizona,221900,6,2,0,0,7,2011,2019,98133
2310030510,Arizona,221900,4,2,0,1,8,2018,0,98038
1025049114,Hawaii,221900,3,2,0,1,8,2014,0,98105
8677300550,Arizona,221900,4,1,0,1,9,2016,0,98074
4014400292,Arizona,221900,3,2,0,1,9,2005,0,98001
1102000196,Arizona,221900,4,2,0,0,8,2010,2020,98118
257000138,Arizona,221900,2,1,0,1,6,2016,0,98168
46100204,Arizona,221900,5,1,0,2,9,2002,2009,98040
1909600046,Arizona,221900,3,2,0,1,8,2000,2016,98146
1250202145,Arizona,221900,2,1,0,0,8,2007,2020,98144
7611200125,Arizona,221900,2,1,0,0,8,2007,2020,98177
5611500140,Arizona,221900,4,2,0,1,10,2020,0,98075
7138000260,Arizona,221900,3,1,0,0,7,2003,2019,98198
626059335,Arizona,221900,4,2,0,1,8,2021,0,98011
1922059282,Arizona,221900,3,1,0,0,8,2006,2020,98030
705700390,Arizona,221900,3,2,0,1,7,2018,0,98038
7454001200,Arizona,221900,3,1,0,2,7,2002,2009,98146
8682281200,Arizona,221900,2,1,0,1,8,2005,0,98053
7972000200,Arizona,221900,4,1,0,0,7,2010,2020,98023
722059070,Arizona,221900,3,1,0,0,7,2003,2019,98031
7202340400,Hawaii,221900,3,2,0,1,7,2004,0,98053
8096000060,Arizona,221900,2,2,1,0,7,2009,2020,98166
2424000060,Arizona,221900,4,1,0,2,7,2002,2009,98059
9264902050,Arizona,221900,6,1,0,0,8,2010,2020,98023
943100260,Arizona,221900,2,1,0,0,6,2003,2019,98024
3677400445,Arizona,221900,3,1.5,0,0,7,2007,2020,98108
1762600320,Arizona,221900,5,2,0,1,10,2016,0,98033
4058000060,Arizona,221900,3,1,0,0,7,2010,2020,98010
7228500560,Arizona,221900,4,1.5,0,1,7,2005,0,98122
326069104,Arizona,221900,3,2,0,1,10,2018,0,98077
5152100060,Arizona,221900,6,1,0,0,9,2006,2020,98003
3584000310,Arizona,221900,3,1,0,0,7,2007,2020,98003
8150100045,Arizona,221900,2,1,0,1,6,2000,2016,98126
1868901275,Arizona,221900,2,1.5,0,1,7,2016,0,98115
6131600075,Arizona,221900,3,1,0,0,6,2001,2012,98002
9468200125,Arizona,221900,2,1,0,0,7,2010,2020,98103
8029510030,Arizona,221900,3,2,0,1,9,2017,0,98023
2025069065,Arizona,221900,4,1,1,1,9,2000,2016,98074
7899800890,Arizona,221900,2,1,0,0,6,2001,2012,98106
3021059276,Arizona,221900,4,1,0,0,7,2010,2020,98002
3797001895,Arizona,221900,3,1,0,0,6,2010,2020,98103
3832710960,Arizona,221900,3,1,0,0,7,2010,2020,98032
1310430400,Arizona,221900,4,2,0,0,9,2001,2012,98058
1422300030,Arizona,221900,3,2,0,1,8,2018,0,98045
1105000588,Arizona,221900,3,1,0,2,7,2001,2012,98118
3830630060,Arizona,221900,3,2,0,1,7,2021,0,98030
5101404898,Arizona,221900,2,1.5,0,1,7,2017,0,98115
7972601890,Arizona,221900,4,1,0,2,7,2001,2012,98106
5127001620,Arizona,221900,3,1,0,0,7,2009,2020,98059
9407100800,Arizona,221900,3,1,0,0,7,2011,2019,98045
1873100060,Arizona,221900,4,2,0,0,8,2006,2020,98052
8722101360,Arizona,221900,3,1.5,0,0,8,2008,2020,98112
8644000060,Arizona,221900,3,1,0,2,7,2002,2009,98198
3325069129,Arizona,221900,3,2,0,0,10,2011,2019,98074
1400300055,Arizona,221900,2,1,0,1,5,2017,0,98144
2123039032,Arizona,221900,1,1,1,1,5,2019,0,98070
8078560140,Arizona,221900,4,2,0,1,7,2017,0,98031
3438500192,Arizona,221900,3,1,0,2,7,2001,2012,98106
7974200510,Arizona,221900,2,1,0,1,7,2019,0,98115
2557000400,Arizona,221900,3,1,0,0,8,2011,2019,98023
7960900060,Arizona,221900,4,1.5,0,1,11,2016,0,98004
4054500390,Arizona,221900,4,2,0,1,11,2017,0,98077
6378500125,Arizona,221900,2,1,0,1,7,2020,0,98133
1745100140,Arizona,221900,3,1,0,0,7,2006,2020,98003
2976800796,Arizona,221900,3,1,0,0,7,2003,2019,98178
4235400186,Arizona,221900,3,1,0,2,7,2001,2012,98199
4215100060,Arizona,221900,3,2,0,0,8,2006,2020,98031
9189700045,Arizona,221900,3,1,0,2,8,2002,2009,98058
1126049053,Hawaii,221900,4,2,0,1,9,2014,0,98028
2022069200,Arizona,221900,4,1,0,1,8,2019,0,98038
9412900055,Arizona,221900,3,1,0,0,6,2007,2020,98118
1722059235,Arizona,221900,4,1,0,0,7,2007,2020,98031
6874200960,Arizona,221900,2,1,0,1,6,2018,0,98178
7424700045,Arizona,221900,5,2,0,0,9,2006,2020,98122
7202360350,Arizona,221900,4,2,0,1,9,2005,0,98053
5634500392,Arizona,221900,3,1,0,1,8,2017,0,98028
1509500060,Arizona,221900,4,2,0,1,9,2018,0,98030
7214810350,Arizona,221900,5,1,0,0,7,2011,2019,98072
6647200060,Arizona,221900,3,1,0,0,7,2011,2019,98034
9552700140,Arizona,221900,5,1,0,1,8,2016,0,98006
2200500350,Arizona,221900,2,1,0,2,7,2001,2012,98006
6113400046,Arizona,221900,4,2,0,0,7,2007,2020,98166
6619910140,Arizona,221900,4,1,0,0,8,2009,2020,98034
1115450240,Arizona,221900,4,2,0,1,9,2018,0,98001
6073240060,Arizona,221900,4,2,0,1,8,2017,0,98056
9297300045,Arizona,221900,3,2,0,1,8,2017,0,98126
9510920070,Arizona,221900,4,2,0,1,10,2018,0,98075
5468730030,Arizona,221900,3,1,0,1,7,2018,0,98042
8079030390,Arizona,221900,3,2,0,1,8,2017,0,98059
600000152,Arizona,221900,3,1,0,1,7,2004,0,98108
1840000030,Arizona,221900,3,1,0,2,7,2002,2009,98188
3225069065,Arizona,221900,4,1,1,2,10,2002,2009,98074
3260800030,Arizona,221900,3,2,0,1,8,2019,0,98003
2747100024,Arizona,221900,3,1,0,0,7,2008,2020,98117
5104530560,Arizona,221900,3,2,0,0,8,2006,2020,98038
4330600350,Arizona,221900,3,1,0,1,7,2005,0,98166
5016001535,Arizona,221900,3,1,0,0,8,2008,2020,98112
7280300196,Arizona,221900,4,1,0,0,8,2006,2020,98177
8651520400,Arizona,221900,4,2,0,1,8,2016,0,98074
7171200445,Arizona,221900,2,1.5,0,0,6,2007,2020,98105
3204800200,Arizona,221900,4,2,0,2,8,2002,2009,98056
3416600800,Arizona,221900,4,1.5,0,1,8,2017,0,98144
7994700030,Arizona,221900,5,1.5,0,0,6,2009,2020,98065
1860600135,Arizona,221900,5,2,0,0,10,2012,2019,98119
4139480200,Arizona,221900,4,1,0,1,11,2019,0,98006
4139480200,Arizona,221900,4,1,0,1,11,2019,0,98006
1328320800,Arizona,221900,4,1,0,0,8,2011,2019,98058
7771300125,Arizona,221900,3,1,0,0,8,2008,2020,98133
3422059208,Arizona,221900,3,1,0,1,8,2017,0,98042
9521101455,Arizona,221900,2,1,0,0,7,2010,2020,98103
4337000335,Arizona,221900,4,1,0,0,6,2003,2019,98166
325059286,Arizona,221900,5,2,0,0,9,2013,2019,98052
2597650240,Arizona,221900,3,2,0,1,8,2016,0,98027
3353400435,Arizona,221900,3,1,0,0,7,2003,2019,98001
7972000240,Arizona,221900,3,1,0,0,7,2007,2020,98023
7520000520,Arizona,221900,2,1,0,1,6,2016,0,98146
7520000520,Arizona,221900,2,1,0,1,6,2016,0,98146
3530210260,Arizona,221900,3,2,0,1,9,2021,0,98077
1959700550,Arizona,221900,4,1.5,0,1,9,2016,0,98102
1665400045,Arizona,221900,3,1,0,1,7,2000,2016,98166
9542850320,Arizona,221900,3,1,0,0,9,2010,2020,98005
3179100060,Arizona,221900,4,2,0,1,9,2000,2016,98105
2946001550,Arizona,221900,6,2,0,2,7,2001,2012,98198
8078490390,Arizona,221900,3,1,0,1,8,2018,0,98022
9550201550,Arizona,221900,2,1,0,1,7,2016,0,98103
191100045,Arizona,221900,4,2,0,0,9,2007,2020,98040
5009600070,Arizona,221900,4,2,0,0,7,2003,2019,98038
200350070,Hawaii,221900,3,1,0,1,9,2004,0,98072
2877103726,Arizona,221900,4,1.5,0,0,7,2008,2020,98103
405100295,Arizona,221900,3,1,0,2,7,2001,2012,98133
4268200055,Arizona,221900,3,1,0,2,7,2001,2012,98178
3126069068,Arizona,221900,4,2,0,1,7,2004,0,98052
1115300070,Arizona,221900,4,2,0,0,9,2010,2020,98059
6414100671,Arizona,221900,3,1,0,2,8,2002,2009,98125
7004200060,Arizona,221900,4,1,0,1,6,2018,0,98070
7852110140,Arizona,221900,4,2,0,2,8,2002,2009,98065
3969300030,Arizona,221900,4,1,0,0,6,2003,2019,98178
3969300030,Arizona,221900,4,1,0,0,6,2003,2019,98178
4048400070,Arizona,221900,2,1,0,1,6,2017,0,98059
808000070,Arizona,221900,3,1,0,1,7,2021,0,98030
7374200030,Arizona,221900,4,1,0,0,7,2008,2020,98155
7325600160,Arizona,221900,1,1,0,0,4,2006,2020,98014
2757000030,Arizona,221900,4,2,0,0,9,2006,2020,98040
616000140,Arizona,221900,3,1,0,2,7,2001,2012,98166
3363900111,Arizona,221900,2,1,0,0,7,2006,2020,98103
9262800171,Arizona,221900,4,1,0,0,7,2007,2020,98001
6607000126,Arizona,221900,4,1,0,2,7,2001,2012,98118
5416510830,Arizona,221900,4,2,0,1,7,2005,0,98038
2201500030,Arizona,221900,4,1.5,0,2,7,2001,2012,98006
325059171,Arizona,221900,3,1,0,1,7,2017,0,98033
952003285,Arizona,221900,3,2,0,1,9,2000,2016,98116
3211290370,Arizona,221900,3,2,0,1,7,2018,0,98053
1072010350,Arizona,221900,5,2,0,0,9,2010,2020,98059
8856950070,Arizona,221900,4,2,0,1,7,2018,0,98038
925059078,Arizona,221900,3,1,0,0,8,2013,2019,98033
7855801090,Arizona,221900,5,1,0,0,8,2006,2020,98006
723099065,Arizona,221900,3,2,0,1,7,2018,0,98045
6116500075,Arizona,221900,4,2,0,2,9,2002,2009,98166
1118500030,Arizona,221900,4,2,0,1,10,2018,0,98074
424069250,Arizona,221900,4,1,0,1,8,2017,0,98075
3291800710,Arizona,221900,4,1,0,1,7,2017,0,98056
6838700060,Arizona,221900,3,2,0,1,7,2018,0,98056
2231500030,Arizona,221900,4,1,0,2,7,2001,2012,98133
2231500030,Arizona,221900,4,1,0,2,7,2001,2012,98133
7683900200,Hawaii,221900,5,2,0,1,9,2004,0,98023
8155830060,Arizona,221900,3,2,0,1,7,2018,0,98056
98020310,Hawaii,221900,4,2,0,1,10,2004,0,98075
9423400140,Arizona,221900,3,1,0,1,7,2000,2016,98125
1545804860,Arizona,221900,3,1,0,1,7,2019,0,98038
2883200160,Arizona,221900,4,2,0,2,7,2002,2009,98115
7132300695,Arizona,221900,3,1.5,0,1,7,2005,0,98144
1726059053,Arizona,221900,2,1,0,2,6,2001,2012,98011
624111000,Arizona,221900,3,2,0,1,10,2017,0,98077
808300310,Arizona,221900,4,2,0,2,7,2001,2012,98019
8563040160,Arizona,221900,4,1,0,0,8,2007,2020,98052
713500030,Arizona,221900,5,2,0,1,11,2019,0,98006
8651600160,Arizona,221900,4,2,0,0,8,2007,2020,98040
9517200030,Arizona,221900,3,1,0,1,7,2016,0,98072
2460700700,Arizona,221900,3,1,0,0,7,2011,2019,98058
1223039290,Arizona,221900,4,2,0,1,8,2018,0,98146
2890100060,Arizona,221900,4,1,0,2,7,2001,2012,98177
7972600860,Arizona,221900,4,1.5,0,2,7,2002,2009,98106
8857320070,Arizona,221900,3,2,0,0,9,2011,2019,98008
4047200695,Arizona,221900,3,2,0,1,8,2005,0,98019
1653500070,Arizona,221900,4,2,0,2,8,2001,2012,98004
1923000030,Arizona,221900,4,2,0,1,10,2016,0,98040
3649100320,Arizona,221900,2,1,0,1,7,2000,2016,98028
7375300160,Arizona,221900,5,1,0,2,7,2002,2009,98008
5175800060,Arizona,221900,4,1,0,1,8,2004,0,98006
1604601375,Arizona,221900,3,1.5,0,1,7,2007,0,98118
2473251090,Arizona,221900,4,1.5,0,1,7,2007,0,98058
9126100861,Arizona,221900,3,2,0,0,8,2008,2020,98122
3420069065,Arizona,221900,4,1,0,0,7,2009,2020,98022
6021501685,Arizona,221900,2,1,0,1,7,2019,0,98117
1151100070,Arizona,221900,3,2,0,1,8,2018,0,98045
8856950240,Arizona,221900,4,2,0,1,7,2018,0,98038
9385200055,Arizona,221900,3,2,0,2,9,2001,2012,98116
7821200390,Arizona,221900,3,3,0,2,8,2001,2012,98103
8078520310,Arizona,221900,3,1,0,1,7,2019,0,98092
1565950030,Arizona,221900,4,2,0,1,8,2018,0,98055
1560930070,Arizona,221900,4,1,0,1,10,2017,0,98038
6700400140,Arizona,221900,3,2,0,1,7,2018,0,98031
2422029094,Arizona,221900,2,1,0,1,5,2006,0,98070
1774220160,Arizona,221900,3,2,0,0,8,2010,2020,98077
1525200060,Arizona,221900,3,2,0,1,9,2018,0,98034
1678400105,Arizona,221900,4,1.5,0,0,7,2011,2019,98178
3426059070,Arizona,221900,3,1,0,1,7,2006,0,98052
824079032,Arizona,221900,4,1,0,1,7,2005,0,98024
2697100140,Arizona,221900,4,1,0,1,7,2004,0,98133
8724300030,Hawaii,221900,3,2,0,0,8,2012,2019,98019
8678500060,Arizona,221900,5,2,0,1,12,2020,0,98024
625049299,Arizona,221900,2,1,0,2,7,2001,2012,98103
6073200075,Arizona,221900,3,1,0,2,7,2001,2012,98006
6388900710,Arizona,221900,3,2,0,1,8,2017,0,98056
1442860160,Arizona,221900,3,2,0,1,8,2016,0,98058
7942600310,Arizona,221900,2,1,0,1,7,2007,2016,98122
1545808560,Arizona,221900,3,1,0,1,7,2019,0,98038
936000060,Arizona,221900,5,1,0,1,7,2007,2016,98166
9808650060,Arizona,221900,3,1,0,0,8,2010,2020,98004
3754700160,Arizona,221900,4,1,0,0,7,2008,2020,98034
305500140,Arizona,221900,3,2,0,1,8,2005,0,98058
5468750060,Arizona,221900,4,2,0,1,9,2017,0,98042
2944010240,Arizona,221900,4,2,0,1,11,2021,0,98052
3454000060,Arizona,221900,4,1.5,0,0,8,2016,0,98103
646910160,Arizona,221900,3,2,0,0,7,2005,0,98055
8564950390,Arizona,221900,4,2,0,0,8,2003,2019,98011
2268400350,Arizona,221900,4,1,0,0,9,2010,2020,98006
7504101040,Arizona,221900,5,2,0,0,10,2016,0,98074
11500890,Arizona,221900,3,2,0,0,10,2018,0,98052
9528102772,Arizona,221900,2,3,0,1,8,2000,2016,98115
